week,posteam,team_name,team_color,team_logo_wikipedia,game_time,yards_gained,total_yards_gained
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,15.65,0.0,35.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,15.8666666666667,11.0,46.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,16.55,-1.0,45.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,17.2833333333333,18.0,63.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,17.3666666666667,0.0,63.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,19.7333333333333,0.0,65.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,19.7333333333333,2.0,65.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,20.45,0.0,65.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,20.5666666666667,20.0,85.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,21.2166666666667,1.0,86.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,21.9333333333333,25.0,111.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,22.6833333333333,5.0,116.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,23.3333333333333,4.0,120.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,23.8666666666667,2.0,122.0
1,PHI,Philadelphia Eagles,#004C54,https://upload.wikimedia.org/wikipedia/en/thumb/8/8e/Philadelphia_Eagles_logo.svg/100px-Philadelphia_Eagles_logo.svg.png,24.3666666666667,11.0,133.0
